"","Gravedad_victima","Fecha_incidente","Hora_incidente","Clase_incidente","Direccion_incidente","Sexo","Edad","Condicion","Mes","Dia","Num_dia","Hora","Grupo_edad","Año","Radicado","Latitud","Longitud","Comuna","Barrio"
"150822","Muertos","21/09/2018","09:40:00","Choque","CL 47 CR 2BB","M","28","Motociclista","Sept","Vie",9,"9","20 - 29",2018,80299,"6,227940902","-75,53225759","09 - Buenos Aires","Barrio de Jesús"
"150834","Muertos","21/09/2018","14:40:00","Atropello","CR 39 CL 82","M","73","Peatón","Sept","Vie",14,"14","70 - 79",2018,26128,"6,273564063","-75,54847064","03 - Manrique","Santa Inés"
"150837","Muertos","21/09/2018","15:10:00","Atropello","CL 58 CR 69 - 86","M","65","Peatón","Sept","Vie",21,"15","60 - 69",2018,32892,"6,261280079","-75,58318045","07 - Robledo","B. Cerro  El Volador"
"150963","Muertos","23/09/2018","03:25:00","Choque","CL 44 Sur CR 82","M","22","Motociclista","Sept","Dom",3,"3","20 - 29",2018,26144,"6,18373274","-75,6583003","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"151312","Muertos","27/09/2018","18:00:00","Choque","CR 49 CL 12 Sur","M","32","Motociclista","Sept","Jue",18,"18","30 - 39",2018,26514,"6,19481163","-75,58031131","14 - El Poblado","Santa María de Los Ángeles"
"151372","Muertos","28/09/2018","10:10:00","Choque","CR 49 CL 7 Sur","M","19","Motociclista","Sept","Vie",10,"10","10 - 19",2018,80805,"6,199839882","-75,57967016","14 - El Poblado","La Aguacatala"
"151430","Muertos","28/09/2018","21:00:00","Atropello","CR 87 A CL 18","M","47","Peatón","Sept","Vie",21,"21","40 - 49",2018,26696,"6,222041641","-75,60962345","16 - Belén","Altavista"
"151517","Muertos","29/09/2018","22:17:00","Choque","CL 30 CR 66 B","M","23","Motociclista","Sept","Sáb",22,"22","20 - 29",2018,26697,"6,231716199","-75,58727194","16 - Belén","Rosales"
"151528","Muertos","30/09/2018","04:40:00","Atropello","CR 62 CL 55","M","Sin Inf","Peatón","Sept","Dom",4,"4","60 - 69",2018,26711,"6,174669076","-75,64337038","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"151625","Muertos","1/10/2018","14:20:00","Choque","CR 63 CL 49","M","39","Motociclista","Oct","Lun",1,"14","30 - 39",2018,1644288,"6,252621038","-75,57868013","11 - Laureles Estadio","Suramericana"
"151643","Muertos","1/10/2018","18:26:00","Choque","Vía al Tunel de Occidente Km 44 + 700","M","21","Acompañante de Motocicleta","Oct","Lun",1,"18","20 - 29",2018,1644292,"6,297303503","-75,65409073","60 - Corregimiento de San Cristóbal","Cabecera Urbana San Cristobal"
"151764","Muertos","3/10/2018","10:00:00","Atropello","CR 42 B CL 110 B","M","48","Peatón","Oct","Mié",3,"10","40 - 49",2018,1644708,"6,299172989","-75,54653","01 - Popular","Santo Domingo Savio No. 1"
"151924","Muertos","5/10/2018","06:30:00","Atropello","CR 48 CL 30","M","88","Peatón","Oct","Vie",5,"6","80 o más",2018,1644977,"6,231869193","-75,57444195","10 - La Candelaria","Perpetuo Socorro"
"152085","Muertos","7/10/2018","01:19:00","Atropello","CR 63 CL 38","M","48","Peatón","Oct","Dom",7,"1","40 - 49",2018,1644948,"6,242564516","-75,57922904","11 - Laureles Estadio","Los Conquistadores"
"152171","Muertos","8/10/2018","15:26:00","Atropello","CR 64 AA CL 120","M","74","Peatón","Oct","Lun",8,"15","70 - 79",2018,1645251,"6,311432104","-75,55876929","05 - Castilla","Toscana"
"152384","Muertos","11/10/2018","11:17:00","Choque","CR 52 CL 1 Sur","M","69","Ciclista","Oct","Jue",11,"11","60 - 69",2018,1645621,"6,207345708","-75,58573618","15 - Guayabal","Cristo Rey"
"152492","Muertos","12/10/2018","14:48:00","Atropello","CR 94 AA CL 80 Norte","F","74","Peatón","Oct","Vie",12,"14","10 - 19",2018,1645633,"6,292409634","-75,59358652","07 - Robledo","Aures No. 2"
"152607","Muertos","13/10/2018","23:25:00","Choque","CR 65 CL 94","M","19","Motociclista","Oct","Sáb",13,"23","10 - 19",2018,1645753,"6,286395566","-75,57049951","05 - Castilla","Castilla"
"152632","Muertos","14/10/2018","10:25:00","Choque","Vía Santa Elena Km 6 + 290 mt","M","25","Motociclista","Oct","Dom",14,"10","20 - 29",2018,1645755,"6,232527044","-75,51801149","90 - Corregimiento de Santa Elena","Media Luna"
"152775","Muertos","16/10/2018","17:55:00","Caida Ocupante","CR 48 CL 43","M","78","Pasajero","Oct","Mar",16,"17","70 - 79",2018,1646382,"6,243372387","-75,56939512","10 - La Candelaria","Barrio Colón"
"152854","Muertos","17/10/2018","21:05:00","Choque","CR 62 CL 48","F","25","Motociclista","Oct","Mié",17,"21","20 - 29",2018,1646280,"6,251055413","-75,57835381","10 - La Candelaria","Corazón de Jesús"
"153083","Muertos","20/10/2018","18:30:00","Atropello","CR 63 CL 31","M","48","Peatón","Oct","Sáb",20,"18","40 - 49",2018,1646508,"6,23384995","-75,57596446","16 - Belén","Cerro Nutibara"
"153159","Muertos","22/10/2018","00:05:00","Choque","CR 45 CL 80","M","22","Acompañante de Motocicleta","Oct","Lun",22,"0","20 - 29",2018,1646631,"6,272819696","-75,55414657","03 - Manrique","Campo Valdés No.2"
"153190","Muertos","22/10/2018","10:37:00","Atropello","CR 51 CL 64","F","47","Peatón","Oct","Lun",22,"10","40 - 49",2018,1646780,"6,261493024","-75,56428887","10 - La Candelaria","Prado"
"153340","Muertos","24/10/2018","11:20:00","Atropello","CR 57 B CL 57","M","48","Peatón","Oct","Mié",24,"11","Sin Inf",2018,1647008,"6,174018257","-75,63869429","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"153496","Muertos","26/10/2018","12:02:00","Choque","Via Las Palmas km 8 + 300","M","26","Conductor","Oct","Vie",26,"12","20 - 29",2018,1647430,"6,202526483","-75,54404348","90 - Corregimiento de Santa Elena","Las Palmas"
"153731","Muertos","29/10/2018","11:20:00","Atropello","CL 50 CR 78 A","F","71","Peatón","Oct","Lun",29,"11","70 - 79",2018,1647748,"6,262595424","-75,59497856","11 - Laureles Estadio","Los Colores"
"153766","Muertos","29/10/2018","19:38:00","Choque","CR 50 CL 30","M","30","Motociclista","Oct","Lun",29,"19","30 - 39",2018,1647690,"6,231856458","-75,57443793","10 - La Candelaria","Perpetuo Socorro"
"154067","Muertos","1/11/2018","19:40:00","Choque","CL 80 CR 32 - 82","M","23","Motociclista","Nov","Jue",1,"19","20 - 29",2018,NA,"6,271338306","-75,54596479","03 - Manrique","Santa Inés"
"154150","Muertos","2/11/2018","17:20:00","Atropello","CR 38 CL 11 - 56","F","45","Peatón","Nov","Vie",2,"17","40 - 49",2018,29482,"6,211909688","-75,56627054","14 - El Poblado","Lalinde"
"154164","Muertos","2/11/2018","20:30:00","Atropello","CR 62 CL 54","M","20","Motociclista","Nov","Vie",2,"20","20 - 29",2018,29503,"6,174455335","-75,6432081","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"154177","Muertos","3/11/2018","03:30:00","Choque","CR 80 CL 57 - 14","F","43","Motociclista","Nov","Sáb",3,"3","40 - 49",2018,29518,"6,271199646","-75,59461154","11 - Laureles Estadio","Los Colores"
"154208","Muertos","3/11/2018","11:39:00","Atropello","CR 42 B CL 90","M","80","Peatón","Nov","Sáb",3,"11","80 o más",2018,30168,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"154276","Muertos","4/11/2018","09:30:00","Atropello","CL 6 Sur CR 53","F","23","Ciclista","Nov","Dom",4,"9","20 - 29",2018,29606,"6,20519824","-75,5886329","15 - Guayabal","La Colina"
"154464","Muertos","7/11/2018","09:00:00","Atropello","CR 76 CL 103 D","M","55","Peatón","Nov","Mié",7,"9","50 - 59",2018,31100,"6,302262068","-75,57439654","06 - Doce de Octubre","Pedregal"
"154473","Muertos","7/11/2018","12:59:00","Choque","CL 48 CR 70","M","21","Motociclista","Nov","Mié",7,"12","20 - 29",2018,29826,"6,254055358","-75,58861061","11 - Laureles Estadio","Inst"
"154474","Muertos","7/11/2018","12:59:00","Choque","CL 48 CR 70","M","19","Acompañante de Motocicleta","Nov","Mié",7,"12","10 - 19",2018,29826,"6,254055358","-75,58861061","11 - Laureles Estadio","Inst"
"154731","Muertos","11/11/2018","14:00:00","Atropello","CR 44 CL 83 -74","M","62","Peatón","Nov","Dom",11,"14","60 - 69",2018,30141,"6,27590046","-75,55259019","03 - Manrique","Campo Valdés No. 2"
"154816","Muertos","12/11/2018","20:00:00","Atropello","CR 35 CL 18 - 108 San Sebastián de Palmitas","M","51","Peatón","Nov","Lun",12,"20","50 - 59",2018,30236,"6,342941981","-75,69099995","50 - Corregimiento de San Sebastián de Palmitas","Suburbano Palmitas"
"154912","Muertos","14/11/2018","11:00:00","Atropello","CR 38 CL 26","M","14","Ciclista","Nov","Mié",14,"11","10 - 19",2018,30360,"6,231103528","-75,56559793","09 - Buenos Aires","Asomadera No. 1"
"155028","Muertos","16/11/2018","01:30:00","Atropello","CR 68 CL 96 - 47","M","26","Peatón","Nov","Vie",16,"1","20 - 29",2018,30513,"6,291086598","-75,57219669","05 - Castilla","Castilla"
"155103","Muertos","17/11/2018","12:20:00","Choque","CR 52 CL 57","M","40","Motociclista","Nov","Sáb",17,"12","40 - 49",2018,30550,"6,256279841","-75,56787312","10 - La Candelaria","Estación Villa"
"155119","Muertos","17/11/2018","15:00:00","Choque","CR 49 CL 17","M","16","Acompañante de Motocicleta","Nov","Sáb",17,"15","10 - 19",2018,30540,"6,218795894","-75,57691762","14 - El Poblado","Villa Carlota"
"155276","Muertos","19/11/2018","18:29:00","Atropello","CL 64 D CR 106","F","31","Peatón","Nov","Lun",19,"18","30 - 39",2018,30686,"6,282581369","-75,62072354","60 - Corregimiento de San Cristóbal","Área de Expansión Pajarito"
"156040","Muertos","29/11/2018","16:00:00","Atropello","KM 6 Vía al Mar Aurora - Pedregal","F","51","Peatón","Nov","Jue",29,"16","50 - 59",2018,31633,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"156125","Muertos","30/11/2018","23:00:00","Caida Ocupante","CL 10 CR 50","M","27","Motociclista","Nov","Vie",30,"23","20 - 29",2018,31398,"6,213875845","-75,57914148","15 - Guayabal","Campo Amor"
"156161","Muertos","1/12/2018","07:30:00","Caida Ocupante","CL 58 CR 54","F","65","Acompañante de Motocicleta","Dic","Sáb",1,"7","60 - 69",2018,50016000206201831424,"6,256490046","-75,56897582","10 - La Candelaria","Estación Villa"
"156209","Muertos","1/12/2018","17:10:00","Choque","CR 50 CL 66","M","30","Motociclista","Dic","Sáb",1,"17","30 - 39",2018,80892,"6,262680553","-75,56068145","10 - La Candelaria","Prado"
"156337","Muertos","3/12/2018","12:30:00","Atropello","CR 53 CL 57 B","F","24","Peatón","Dic","Lun",3,"12","20 - 29",2018,31510,"6,256453767","-75,56892278","10 - La Candelaria","Estación Villa"
"156420","Muertos","4/12/2018","08:39:00","Choque","CL 44 CR 79 AA","M","30","Motociclista","Dic","Mar",4,"8","30 - 39",2018,31549,"6,253852197","-75,5766007","10 - La Candelaria","San Benito"
"156670","Muertos","7/12/2018","11:50:00","Choque","CR 64 C CL 75","M","25","Motociclista","Dic","Vie",7,"11","20 - 29",2018,31854,"6,273265349","-75,57329856","05 - Castilla","Caribe"
"156729","Muertos","8/12/2018","12:48:00","Atropello","CR 43 A CL 6 Sur - 15","F","61","Peatón","Dic","Sáb",8,"12","60 - 69",2018,31850,"6,198876387","-75,57383237","14 - El Poblado","La Aguacatala"
"156797","Muertos","9/12/2018","07:31:00","Atropello","CR 57 CL 50","M","30-35","Peatón","Dic","Dom",9,"7","30 - 39",2018,31910,"6,253469686","-75,57496824","10 - La Candelaria","San Benito"
"156861","Muertos","10/12/2018","07:21:00","Choque","CR 43 CL 66 F","M","49","Motociclista","Dic","Lun",10,"7","40 - 49",2018,31970,"6,262650651","-75,55358932","03 - Manrique","Manrique Oriental"
"156862","Muertos","10/12/2018","07:21:00","Choque","CR 43 CL 66 F","F","36","Acompañante de Motocicleta","Dic","Lun",10,"7","30 - 39",2018,31970,"6,262650651","-75,55358932","03 - Manrique","Manrique Oriental"
"156994","Muertos","11/12/2018","17:50:00","Atropello","CR 64 C CL 80","F","52","Peatón","Dic","Mar",11,"17","50 - 59",2018,32055,"6,276270445","-75,5734963","05 - Castilla","Terminal de Transporte"
"157031","Muertos","12/12/2018","06:11:00","Atropello","CR 52 CL 17 A","M","89","Peatón","Dic","Mié",12,"6","80 o más",2018,80912,"6,2204999","-75,58005164","15 - Guayabal","Santa Fé"
"157129","Muertos","12/12/2018","20:00:00","Atropello","CR 63 CL 121","M","15","Peatón","Dic","Mié",12,"20","10 - 19",2018,32134,"6,311991232","-75,55834661","05 - Castilla","Toscana"
"157166","Muertos","13/12/2018","09:40:00","Choque","DG 29 D CL 9 Sur - 90","F","32","Motociclista","Dic","Jue",13,"9","30 - 39",2018,32162,"6,190898703","-75,56529732","14 - El Poblado","Los Balsos No.1"
"157605","Muertos","18/12/2018","21:30:00","Choque","CL 50 CR 31","M","31","Motociclista","Dic","Mar",18,"21","30 - 39",2018,32498,"6,24195767","-75,55330084","09 - Buenos Aires","Barrio Caicedo"
"157618","Muertos","19/12/2018","01:00:00","Atropello","CL 58 CR 63","M","45-50","Peatón","Dic","Mié",19,"1","40 - 49",2018,32591,"6,261239045","-75,57407399","07 - Robledo","Universidad Nacional"
"157698","Muertos","19/12/2018","21:46:00","Atropello","CL 73 CR 67 - 67","M","71","Peatón","Dic","Mié",19,"21","70 - 79",2018,32592,"6,273371556","-75,57980921","05 - Castilla","El Progreso"
"157743","Muertos","20/12/2018","14:31:00","Atropello","CL 2 Sur CR 50 C - 52","M","60","Peatón","Dic","Jue",20,"14","60 - 69",2018,32627,"6,204659528","-75,58118566","15 - Guayabal","Cristo Rey"
"157786","Muertos","21/12/2018","00:02:00","Choque","CR 49 CL 4 Sur","M","21","Motociclista","Dic","Vie",21,"0","20 - 29",2018,32777,"6,203795882","-75,5790207","14 - El Poblado","La Aguacatala"
"157853","Muertos","21/12/2018","19:52:00","Atropello","CR 80 CL 53 A","M","64","Peatón","Dic","Vie",21,"19","60 - 69",2018,80927,"6,267476007","-75,59582918","11 - Laureles Estadio","Los Colores"
"157878","Muertos","22/12/2018","05:10:00","Choque","CL 65 CR 88 - 78","M","19","Motociclista","Dic","Sáb",22,"5","10 - 19",2018,32732,"6,276764362","-75,59788307","07 - Robledo","Robledo"
"158058","Muertos","24/12/2018","13:10:00","Atropello","CR 64 C CL 111","M","65","Peatón","Dic","Lun",24,"13","60 - 69",2018,32945,"6,303467279","-75,55819892","05 - Castilla","Héctor Abad Gómez"
"158090","Muertos","24/12/2018","23:00:00","Choque","CL 60 CR 75 - 150","M","15","Motociclista","Dic","Lun",24,"23","10 - 19",2018,32819,"6,265380348","-75,5872283","07 - Robledo","San Germán"
"158098","Muertos","25/12/2018","01:00:00","Atropello","CR 64 C CL 77","M","35","Peatón","Dic","Mar",25,"1","30 - 39",2018,32860,"6,275888008","-75,57269526","05 - Castilla","Terminal de Transporte"
"158128","Muertos","25/12/2018","13:15:00","Atropello","CL 12 CR 71 - 15","M","77","Peatón","Dic","Mar",25,"13","70 - 79",2018,32843,"6,219336763","-75,59391583","16 - Belén","Las Playas"
"158170","Muertos","26/12/2018","00:30:00","Choque","CL 59 CR 78 AA","M","32","Motociclista","Dic","Mié",26,"0","30 - 39",2018,NA,"6,270098439","-75,59371094","11 - Laureles Estadio","Los Colores"
"158177","Muertos","26/12/2018","07:20:00","Atropello","CR 76 CL 3 C","F","62","Peatón","Dic","Mié",26,"7","60 - 69",2018,32864,"6,21375729","-75,59989787","16 - Belén","El Rincón"
"158263","Muertos","27/12/2018","11:00:00","Atropello","CL 34 B 113 D","M","75","Peatón","Dic","Jue",27,"11","70 - 79",2018,32934,"6,246468296","-75,62613295","13 - San Javier","El Corazón"
"158598","Muertos","1/01/2019","09:05:00","Choque","CR 78 CL 30","M","35","Acompañante de Motocicleta","Ene","Mar",1,"9","30 - 39",2019,1655155,"6,231222283","-75,5982147","16 - Belén","Belén"
"158611","Muertos","1/01/2019","13:58:00","Choque","CR 52 CL 31","M","24","Conductor","Ene","Mar",1,"13","20 - 29",2019,1655162,"6,234802361","-75,57510969","16 - Belén","Sin Inf"
"158661","Muertos","2/01/2019","14:30:00","Atropello","CL 50 CR 74","M","55","Peatón","Ene","Mié",2,"14","50 - 59",2019,1655533,"6,260385517","-75,59025647","11 - Laureles Estadio","Cuarta Brigada"
"158897","Muertos","6/01/2019","13:40:00","Atropello","CL 48 A CR 102","M","76","Peatón","Ene","Dom",6,"13","70 - 79",2019,1655753,"6,259676218","-75,61717396","13 - San Javier","El Socorro"
"158934","Muertos","7/01/2019","13:10:00","Choque","CR 94 B CL 63","M","33","Conductor","Ene","Lun",7,"13","30 - 39",2019,1655854,"6,279158878","-75,60624553","07 - Robledo","Cucaracho"
"158938","Muertos","7/01/2019","13:10:00","Choque","CR 94 B CL 63","M","0","Pasajero","Ene","Lun",7,"13","0 - 9",2019,1655854,"6,279158878","-75,60624553","07 - Robledo","Cucaracho"
"158988","Muertos","8/01/2019","12:20:00","Choque","CR 50 CL 29 B","M","28","Motociclista","Ene","Mar",8,"12","20 - 29",2019,1655988,"6,229635563","-75,57607874","15 - Guayabal","Santa Fé"
"159231","Muertos","11/01/2019","18:00:00","Atropello","CR 48 A CL 76","M","59","Peatón","Ene","Vie",11,"18","50 - 59",2019,1656268,"6,269777174","-75,55762383","04 - Aranjuez","Campo Valdés No. 1"
"159245","Muertos","11/01/2019","21:00:00","Atropello","CL 44 CR 63","M","51","Peatón","Ene","Vie",11,"21","50 - 59",2019,1656267,"6,250454318","-75,58033485","11 - Laureles Estadio","Naranjal"
"159275","Muertos","12/01/2019","12:00:00","Atropello","CR 53 CL 61","F","51","Peatón","Ene","Sáb",12,"12","50 - 59",2019,1266,"6,26000029","-75,56822887","10 - La Candelaria","Jesús Nazareno"
"159367","Muertos","14/01/2019","02:00:00","Caida Ocupante","CR 45 CL 88","F","19","Acompañante de Motocicleta","Ene","Lun",14,"2","10 - 19",2019,1656692,"6,280508919","-75,55286515","03 - Manrique","Las Granjas"
"159399","Muertos","14/01/2019","10:30:00","Choque","CR 83 CL 96","F","81","Peatón","Ene","Lun",14,"10","80 o más",2019,1656551,"6,295056636","-75,58376003","06 - Doce de Octubre","Picacho"
"160116","Muertos","23/01/2019","19:20:00","Choque","CL 72 CR 104","M","16","Ciclista","Ene","Mié",23,"19","10 - 19",2019,1657617,"6,221415243","-75,70377628","60 - Corregimiento de San Cristóbal","Sin Inf"
"160141","Muertos","24/01/2019","07:10:00","Choque","CR 64 AA CL 112","M","22","Motociclista","Ene","Jue",24,"7","20 - 29",2019,1657646,"6,306538105","-75,55941708","05 - Castilla","Toscana"
"160292","Muertos","25/01/2019","19:13:00","Atropello","CR 37 CL 68","M","50","Peatón","Ene","Vie",25,"19","50 - 59",2019,1657829,"6,262942783","-75,54883619","03 - Manrique","Manrique Oriental"
"160441","Muertos","27/01/2019","18:00:00","Otro","CL 97 CR 39","M","17","Motociclista","Ene","Dom",27,"18","10 - 19",2019,1657905,"6,287917959","-75,54839141","01 - Popular","Moscú No. 2"
"160450","Muertos","27/01/2019","21:26:00","Choque","CR 64 C CL 97","M","20","Motociclista","Ene","Dom",27,"21","20 - 29",2019,1658008,"6,292182648","-75,56846417","05 - Castilla","Tricentenario"
"160599","Muertos","29/01/2019","21:00:00","Choque","CR 49 CL 29","M","22","Motociclista","Ene","Mar",29,"21","20 - 29",2019,1658218,"6,231856458","-75,57443793","14 - El Poblado","Sin Inf"
"160855","Muertos","2/02/2019","05:30:00","Atropello","CL 2 Sur CR 65","F","54","Peatón","Feb","Sáb",2,"5","50 - 59",2019,1658650,"6,250417779","-75,60676938","15 - Guayabal","El Rodeo"
"160926","Muertos","3/02/2019","10:30:00","Choque","CL 57 CR 29","M","23","Motociclista","Feb","Dom",3,"10","20 - 29",2019,1658790,"6,232946905","-75,57427843","08 - Villa Hermosa","Sucre"
"160927","Muertos","3/02/2019","10:30:00","Choque","CL 57 CR 29","M","42","Acompañante de Motocicleta","Feb","Dom",3,"10","40 - 49",2019,1658790,"6,232946905","-75,57427843","08 - Villa Hermosa","Sucre"
"160973","Muertos","4/02/2019","05:00:00","Choque","CR 49 CL 26","M","28","Motociclista","Feb","Lun",4,"5","20 - 29",2019,1659086,"6,24920999","-75,58883093","14 - El Poblado","Sin Inf"
"161185","Muertos","6/02/2019","18:47:00","Choque","CL 999 CR 999","M","34","Motociclista","Feb","Mié",6,"18","30 - 39",2019,1659236,"6,221415243","-75,70377628","60 - Corregimiento de San Cristóbal","Sin Inf"
